id	internalId	realm	lastUpdated	alternateId	sourceSystemId	name	displayName	description	longDescription	minimumAge	publishStart	publishEnd	premiereDate	geoRegions	pageURL	defaultImage	logoImage	posterImage	squareCardImage	channelId	channelName	channelCode	packages	videoUnpublishTime	collections	listableTerritories	listableTerritoriesMode	avodDuration	svodDuration	altChannelIds	listableAppNames	listableAppNamesMode	playableAppNames	playableAppNamesMode	contentSubsetId	listablePlatforms	listablePlatformsMode	playablePlatforms	playablePlatformsMode	posterWithLogoImage	coverArtworkImage	analyticsId
go-show-9992	9992	go	2020-12-16T22:16:36Z	wild-alaska	BBCENBU	Wild Alaska	Wild Alaska	This series takes a look at spring, summer and winter in Alaska.	This series takes a fascinating look at spring, summer and winter in the Alaskan wilderness, exploring the amazing transformations as one season passes to the next.				2020-09-08T04:00:00Z	world	https://discoveryplus.com/show/wild-alaska	https://us1-prod-images.disco-api.com/2020/09/18/db577bba-0bfb-3c63-97c4-9bddab2969d3.jpeg	https://us1-prod-images.disco-api.com/2020/09/18/4db20cf8-1c71-3c99-b8ae-e38d5ea24f78.png	https://us1-prod-images.disco-api.com/2020/09/18/0a80afaf-598f-3a8e-bef9-7a7ae7e22b64.jpeg		go-channel-99	Planet Earth	BBC					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/09/18/3a54335d-8075-3b89-9302-031bd993d915.jpeg	https://us1-prod-images.disco-api.com/2020/09/18/f7421239-a1f5-3548-a94c-36e7c6385d34.png	go_9992
go-show-9590	9590	go	2021-03-02T11:33:01Z	operation-arctic	BBCOPARC	Operation Arctic	Operation Arctic	Gordon, Kate and Simon explore life in the Arctic and study polar bears.	Gordon Buchanan, Kate Humble and Simon Reeve travel to the Arctic and beyond to find out what life is like on top of the world and study polar bears. The team also asks what happens if the sea ice continues to melt.				2020-09-08T04:00:00Z	world	https://discoveryplus.com/show/operation-arctic	https://us1-prod-images.disco-api.com/2020/09/04/07316d55-c730-3e3d-a9b3-a159668afee0.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/adcd0589-aadb-3f34-8193-6b20a093cf4d.png	https://us1-prod-images.disco-api.com/2020/09/04/22d13d2b-f01d-3138-ad8e-8bdd3e435b54.jpeg		go-channel-99	Planet Earth	BBC					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/09/04/f887875e-b01f-3112-94c1-f57c2c3f08ee.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/938a532e-54c0-395c-8334-fb53aca88482.png	go_9590
go-show-2218	2218	go	2021-03-02T17:04:57Z	evil-twins	43145	Evil Twins	Evil Twins	True-crime mysteries surrounding cases of murderous twins.	Channeling sibling rivalries and deadly childhood pacts, Evil Twins follows true-crime mysteries surrounding cases of these double-duty archetypes.				2012-07-27T02:00:00Z	world	https://discoveryplus.com/show/evil-twins	https://us1-prod-images.disco-api.com/2020/07/13/216dd11d-41eb-3159-8d98-5c2d3e065437.jpeg	https://us1-prod-images.disco-api.com/2020/07/13/9e716ed0-2396-3a44-a405-3d81e03b02d6.png	https://us1-prod-images.disco-api.com/2020/08/28/26a6adce-b37c-3d5c-83c4-a530dc2d8b30.jpeg		go-channel-74	Investigation Discovery	IDS					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/13/01d40ed9-71e2-35a9-8a19-c58360dc0a47.jpeg	https://us1-prod-images.disco-api.com/2020/11/16/7108e8a7-83c8-3f84-9fc5-8c92add55ba9.jpeg	go_2218
go-show-5802	5802	go	2021-01-12T20:32:53Z	ryan-and-tatum-the-oneals	40981	Ryan and Tatum: The O'Neals	Ryan and Tatum: The O'Neals	Father and daughter try to rebuild their relationship after 25 years apart.	This series follows the emotional reunion of acting dynasty Ryan and Tatum O'Neal after 25 years of estrangement. They look back at the moments that led to their fractured relationship, and struggle to rebuild and piece together their once strong bond.				2011-06-20T02:00:00Z	world	https://discoveryplus.com/show/ryan-and-tatum-the-oneals	https://us1-prod-images.disco-api.com/2020/12/22/bce79f55-d837-3895-8f7a-8f911a7bc45e.jpeg	https://us1-prod-images.disco-api.com/2020/12/22/9bc8dae5-0f1e-3a2b-bb56-81493c3d7709.png	https://us1-prod-images.disco-api.com/2020/12/22/10862c85-971b-3ad0-aac3-5ba1b094a49f.jpeg		go-channel-97	OWN	OWN					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/12/22/ef33237d-9fa6-3ec1-ade7-af6a225fa5de.jpeg	https://us1-prod-images.disco-api.com/2020/12/22/721fead9-4cd0-30c0-b4ca-50fb68dc31c4.jpeg	go_5802
go-show-1845	1845	go	2021-03-02T08:30:12Z	truth-behind-the-moon-landing	61977	Truth Behind the Moon Landing	Truth Behind the Moon Landing	Investigators use science to refute moon landing conspiracy theories.	Retired astronaut Leland Melvin and former FBI agent Chad Jenkins use the scientific method to refute conspiracy theories about the Apollo moon landings.				2019-06-03T02:00:00Z	world	https://discoveryplus.com/show/truth-behind-the-moon-landing	https://us1-prod-images.disco-api.com/2020/07/01/6d31d9de-2d1e-3fef-b3c1-d6c3891452a1.jpeg	https://us1-prod-images.disco-api.com/2020/07/01/95af8b89-046c-375c-84ac-246f9ff14cbb.png	https://us1-prod-images.disco-api.com/2020/08/29/d95a6b02-a03d-326f-a5af-7bf6b346e1fb.jpeg		go-channel-82	Science	SCI					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/01/3c4201a4-67a6-3cd2-a85e-3b9a6b4374bc.jpeg	https://us1-prod-images.disco-api.com/2020/07/01/ae5df7bd-b713-3020-bc45-c57c9ccae2ce.png	go_1845
go-show-1394	1394	go	2021-03-02T07:17:51Z	shipwreck-secrets	79899	Shipwreck Secrets	Shipwreck Secrets	Explorers, investigators and experts uncover the truth about shipwrecks.	Explorers, investigators and maritime experts from across the globe discover, identify and uncover the truth about some of the most fascinating shipwrecks on Earth.				2020-02-10T01:00:00Z	world	https://discoveryplus.com/show/shipwreck-secrets	https://us1-prod-images.disco-api.com/2020/07/02/44727d4f-7f16-3983-b35c-595f6d2c283c.jpeg	https://us1-prod-images.disco-api.com/2020/07/02/861907c6-3cac-35e4-a7d4-12c42d9e7511.png	https://us1-prod-images.disco-api.com/2020/08/29/ccd424aa-d6ea-3d9c-bc4d-c525ea5918e1.jpeg		go-channel-82	Science	SCI					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/02/30c80c4e-1290-30b8-8626-9a0a2a4f6e1c.jpeg	https://us1-prod-images.disco-api.com/2020/07/02/cf626e75-992b-35b5-97a0-89b31b5f3b9b.jpeg	go_1394
go-show-12394	12394	go	2021-01-13T05:00:15Z	crazy-cakes	COOKCCCZC	Crazy Cakes	Crazy Cakes	A behind-the-scenes look at bakeries that make mind-blowing creations.	Crazy Cakes goes behind the scenes at bakeries that are creating mind-blowing confections.				2018-08-25T02:00:00Z	world	https://discoveryplus.com/show/crazy-cakes	https://us1-prod-images.disco-api.com/2020/08/08/479ce1f6-4093-314f-8827-88156485bde1.jpeg	https://us1-prod-images.disco-api.com/2020/08/08/539ae5e8-1448-3857-bc28-538f98b766e4.png	https://us1-prod-images.disco-api.com/2020/08/08/b07be14c-5c09-3227-9cbe-c4ffe242f27d.jpeg		go-channel-87	Cooking Channel	COOK					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/08/08/94ced1a2-6662-300b-99ed-2cf29f5022d1.jpeg	https://us1-prod-images.disco-api.com/2020/08/08/6b462e92-342f-38a2-bad9-16cfd575d2a3.png	go_12394
go-show-1543	1543	go	2020-12-16T16:54:35Z	christmas-cookie-challenge	FOODWB	Christmas Cookie Challenge	Christmas Cookie Challenge	Bakers compete to make holiday cookies in hopes of winning $10,000.	Daring bakers compete to prove they have what it takes to make awesome holiday confections. After the luster dust clears, three tough judges will gift one lucky cookie maker with a $10,000 grand prize.				2017-11-06T22:00:00Z	world	https://discoveryplus.com/show/christmas-cookie-challenge	https://us1-prod-images.disco-api.com/2020/07/12/51dbfd35-e2a4-3e86-bbf4-49fe194a7a0f.jpeg	https://us1-prod-images.disco-api.com/2020/07/12/4b7dff7e-e190-324e-8029-5186e986307a.png	https://us1-prod-images.disco-api.com/2020/12/16/05f7bcc6-eff7-3ee1-90af-f7866091b238.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/12/a2301f21-2d5e-3df4-92a5-a395b2700dda.jpeg	https://us1-prod-images.disco-api.com/2020/07/12/f2dab0f6-8efc-3198-bbc1-8224f95bd1b9.png	go_1543
go-show-10656	10656	go	2021-03-04T21:33:27Z	90-day-fiance-just-landed	80672	90 Day Fiancé: Just Landed	90 Day Fiancé: Just Landed	For these couples, the first 24 hours of the 90 day visit are crucial.	These Americans' lives are about to change forever as their fiances arrive to begin their 90 days on the K-1 "fiance visa." The first 24 hours after they land in the US are the most critical -- and often the most dramatic.				2019-12-17T05:00:00Z	world	https://discoveryplus.com/show/90-day-fiance-just-landed	https://us1-prod-images.disco-api.com/2020/06/02/e03bdf39-04b9-30cc-a255-d2cb0b7fd075.jpeg	https://us1-prod-images.disco-api.com/2020/06/02/b5d1e098-5626-309b-ba17-d113fb768729.png	https://us1-prod-images.disco-api.com/2020/10/04/1759382e-8861-39c5-8960-7d6365bf391e.jpeg		go-channel-77	TLC	TLC					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/06/02/ef99804c-3dd8-3fc2-8b22-336e2330d8c3.jpeg	https://us1-prod-images.disco-api.com/2020/06/02/d93cad61-0797-3b42-a512-a3d740963f08.jpeg	go_10656
go-show-5791	5791	go	2020-12-14T18:50:05Z	extraordinary-acts-of-courage	41717	Extraordinary Acts of Courage	Extraordinary Acts of Courage	In the face of danger, some ordinary people show extraordinary courage.	In the face of danger, some ordinary people show extraordinary courage. Individuals who lived through terrifying events tell their own stories about how they faced down their fears and became real-life heroes.				2011-07-10T14:00:00Z	world	https://discoveryplus.com/show/extraordinary-acts-of-courage	https://us1-prod-images.disco-api.com/2020/11/30/43bfd0d6-8715-3e57-b1f1-12568ac2440a.jpeg	https://us1-prod-images.disco-api.com/2020/11/30/f8c35fd0-e1d8-3df1-863c-811fffdd8487.png	https://us1-prod-images.disco-api.com/2020/11/30/b08911ba-ce23-3be0-88a7-06a0d75e6523.jpeg		go-channel-97	OWN	OWN					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/11/30/f26191f3-0ffb-3cdd-ad73-1e146487ccdd.jpeg	https://us1-prod-images.disco-api.com/2020/11/30/934c77fd-384f-3a51-854d-f58bae997512.jpeg	go_5791
go-show-9595	9595	go	2020-12-16T22:16:36Z	worlds-busiest-cities	BBCWSBCI	World's Busiest Cities	World's Busiest Cities	An inside look into the secret systems used to keep cities on the move.	Dan Snow, Anita Rani and Ade Adepitan go behind the scenes to reveal the hidden systems and armies of people running some of the greatest cities on Earth.				2020-09-08T04:00:00Z	world	https://discoveryplus.com/show/worlds-busiest-cities	https://us1-prod-images.disco-api.com/2020/09/04/38e50bb7-8843-3cdc-9275-1a2ca5ae5d45.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/1239b3f8-a4e4-3b0b-9b09-f90a95168102.png	https://us1-prod-images.disco-api.com/2020/09/04/dbd3d291-6354-3934-9d3a-d15a77c7cedc.jpeg		go-channel-99	Planet Earth	BBC					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/09/04/7bb3457c-0c93-307b-b745-3b5bdc866bbd.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/28e74de6-3b04-3aa6-a119-da34f0eec5b8.png	go_9595
go-show-2483	2483	go	2021-03-21T08:00:10Z	the-bobby-and-damaris-show	FOODDY	The Bobby and Damaris Show	The Bobby and Damaris Show	Bobby Flay and Damaris Phillips combine their talents to make tasty meals.	Damaris Phillips isn't afraid to school her mentor Bobby Flay as they join forces to test quirky food ideas, create meals and entertain their friends.				2017-09-03T12:30:00Z	world	https://discoveryplus.com/show/the-bobby-and-damaris-show	https://us1-prod-images.disco-api.com/2020/09/27/79178415-7dcb-3f3f-8393-10b97a638514.jpeg	https://us1-prod-images.disco-api.com/2020/09/27/ab8a8449-f710-3705-8b77-ded3572655d4.png	https://us1-prod-images.disco-api.com/2020/09/27/1f0eb99d-75ed-33cc-bdb3-fdc4a650f9b4.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/09/27/00939491-2067-3edb-b114-b30de4beaea8.jpeg	https://us1-prod-images.disco-api.com/2020/09/27/c66d84f5-a643-3834-990e-ddf097ff230f.png	go_2483
go-show-12393	12393	go	2021-01-06T02:34:03Z	cheap-eats	COOKCCALI	Cheap Eats	Cheap Eats	Celebrated blogger Ali Khan has 35 bucks to find a city's best meal deals.	Adventurous blogger Ali Khan only has 12 hours and 35 bucks to find the best deals for breakfast, lunch, dinner and a snack. He's in a new city every episode, hunting for good food on a tight budget.				2015-09-23T02:30:00Z	world	https://discoveryplus.com/show/cheap-eats	https://us1-prod-images.disco-api.com/2020/08/08/a7cdbe5b-752e-3600-88a0-ea55b5248e98.jpeg	https://us1-prod-images.disco-api.com/2020/08/08/313516cc-9432-3a66-8054-97e2be9dd609.png	https://us1-prod-images.disco-api.com/2020/08/08/4dfad428-37e4-38ca-b73e-d35e13c55a63.jpeg		go-channel-87	Cooking Channel	COOK					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/08/08/05d3d973-0c14-3206-9903-20402726add9.jpeg	https://us1-prod-images.disco-api.com/2020/08/08/2a464188-578c-38cf-934a-3b43ec0e9638.png	go_12393
go-show-2202	2202	go	2020-12-16T22:16:42Z	kid-in-a-candy-store	FOODKR	Kid In a Candy Store	Kid In a Candy Store	Adam Gertler finds the coolest, quirkiest and tastiest sweets in America.	Adam Gertler is a big kid in a candy store as he travels across America proving that some of the coolest, quirkiest and tastiest treats come from the world of sweets.				2010-07-12T02:30:00Z	world	https://discoveryplus.com/show/kid-in-a-candy-store	https://us1-prod-images.disco-api.com/2020/07/28/4897791f-4f1f-3db7-a9b6-1fd79b343983.jpeg	https://us1-prod-images.disco-api.com/2020/07/28/03c22b7e-02ac-364e-b9ca-182d3bc33226.png	https://us1-prod-images.disco-api.com/2020/07/28/3a9fb7a1-7930-3893-a19d-da7b0b0bbfbb.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/28/6ae22164-9f87-3519-804b-7a4a9a5ec2a0.jpeg	https://us1-prod-images.disco-api.com/2020/07/28/9eb33634-ac5c-3c99-86ed-dd71e981a06e.jpeg	go_2202
go-show-2200	2200	go	2020-12-15T21:47:19Z	on-the-rocks	FOODOT	On the Rocks	On the Rocks	Struggling bars face the errors of their ways in an effort to survive.	John Green knows bars. As a top-level consultant, he's designed, staffed and launched some of the most prestigious bars and nightclubs in the world. This expert helps bars that are "on the rocks" get back into the black.				2013-11-18T03:00:00Z	world	https://discoveryplus.com/show/on-the-rocks	https://us1-prod-images.disco-api.com/2020/07/11/361c239c-a840-334d-99c7-d4dd8dde75bc.jpeg	https://us1-prod-images.disco-api.com/2020/07/11/214535a3-8e48-3a1d-b546-0840dd2788b3.png	https://us1-prod-images.disco-api.com/2020/12/15/a4402405-2428-331e-abc4-bd8c8676fba9.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/11/f1c2f283-1805-3d63-85ca-bfd40bf2d432.jpeg	https://us1-prod-images.disco-api.com/2020/07/11/58bb4f18-f53e-395b-9112-13e248c2433d.png	go_2200
go-show-2865	2865	go	2021-03-02T03:01:23Z	unexplained-files	44170	Unexplained Files	Unexplained Files	Scientists and paranormal experts investigate unexplained phenomena.	Renowned scientists and paranormal experts analyze raw footage and firsthand accounts of unexplained phenomena around the world.				2013-08-29T01:00:00Z	world	https://discoveryplus.com/show/unexplained-files	https://us1-prod-images.disco-api.com/2020/07/01/ba31fe33-cf69-39a9-a89e-70e274405c7e.jpeg	https://us1-prod-images.disco-api.com/2020/07/01/489e00b7-fe7a-32cf-add5-e4a8e5a85089.png	https://us1-prod-images.disco-api.com/2020/08/29/53275c3c-c98f-3e26-8f5c-a478e390b090.jpeg		go-channel-82	Science	SCI					deny	ONGOING	ONGOING	go-channel-76, go-channel-85, go-channel-80	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/01/b7712468-524d-3148-b2f3-0a5142f6cd79.jpeg	https://us1-prod-images.disco-api.com/2020/07/01/25070e7e-c32e-321c-8f90-3f13b3c8796e.png	go_2865
go-show-12866	12866	go	2020-12-24T18:05:22Z	my-mothers-secret	AELFFSXB	My Mother's Secret	My Mother's Secret	When her father dies, Lauren finds out the shocking news of her adoption.	When her father dies, Lauren finds out the shocking news that she was adopted. Lauren uses an investigator to locate her birth mother, Evelyn. Once reunited, Lauren tries to get close to the emotionally fragile Evelyn.					world	https://discoveryplus.com/show/my-mothers-secret	https://us1-prod-images.disco-api.com/2020/12/24/8a9567d3-6000-3b05-b510-6a505d6f45a0.jpeg	https://us1-prod-images.disco-api.com/2020/12/24/f5d4cb1c-7c53-3e5d-a6ee-280cafbf83b4.png	https://us1-prod-images.disco-api.com/2020/12/24/d567b26e-3eb9-3576-9713-fbb0483949e8.jpeg		go-channel-111	Lifetime	AELF					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/12/24/83c0bf31-d052-3b42-abf4-09d65fba6d3d.jpeg	https://us1-prod-images.disco-api.com/2020/12/24/daf91d94-a8d6-3ca7-9857-6b7abcfce3ad.jpeg	go_12866
go-show-13708	13708	go	2021-03-19T12:32:51Z	holmes-next-generation	HGTVDHNG	Holmes: Next Generation	Holmes: Next Generation	A contractor and his kids rescue homeowners from shady deals and bad DIYs.	Contractor Mike Holmes' business becomes a family affair when his kids join forces with him to rescue homeowners from shady contractors, dysfunctional homes and DIY projects gone wrong.				2018-04-18T01:00:00Z	world	https://discoveryplus.com/show/holmes-next-generation	https://us1-prod-images.disco-api.com/2020/10/23/2ed644b9-c922-3afe-b5d8-08bda2f25ff5.jpeg	https://us1-prod-images.disco-api.com/2020/10/23/f082f53b-537e-385c-acbd-d8fcf706887a.png	https://us1-prod-images.disco-api.com/2020/10/23/4e371b94-f15a-30d7-a5e2-15730c423756.jpeg		go-channel-90	HGTV	HGTV					deny	ONGOING	ONGOING	go-channel-88	dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/10/23/20bcc8e4-4132-3874-a5a2-7a5c614eb709.jpeg	https://us1-prod-images.disco-api.com/2020/10/23/8f1741ca-49af-36d2-9668-18fe2e06fb58.jpeg	go_13708
go-show-12864	12864	go	2021-03-12T18:50:47Z	point-of-view-a-designer-profile	MGNPYQQC	Point of View: A Designer Profile	Point of View: A Designer Profile	Talented interior designers reveal how they create beautiful designs.	Giving a behind-the-curtain look into the mind of interior designers, this anthology series lets us in on their creative processes and introduces the inspirations and influences that shape their designs.				2021-01-03T05:00:00Z	world	https://discoveryplus.com/show/point-of-view-a-designer-profile	https://us1-prod-images.disco-api.com/2021/02/17/1e8c604f-8d57-350a-853b-9b6103413553.jpeg	https://us1-prod-images.disco-api.com/2021/03/05/bffea6fc-92d2-3f07-ba2c-cfce5a156349.png	https://us1-prod-images.disco-api.com/2021/02/17/3cc16cca-8dfb-3565-8c23-95301c9aae8e.jpeg		go-channel-107	Magnolia Network Preview	MGNP					deny	ONGOING	ONGOING	go-channel-107	dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2021/02/17/afef11f0-2831-37c4-8095-13adf2339a1c.jpeg	https://us1-prod-images.disco-api.com/2021/02/17/2e48df0a-08f8-3772-bb75-2a62617e1857.jpeg	go_12864
go-show-10638	10638	go	2020-12-22T16:40:07Z	the-lies-that-bind	61682	The Lies That Bind	The Lies That Bind	When murder is the cover up for the lies told.	The Lies That Bind, tells the story of murder investigations that gradually exposed one truth after another, revealing the sinister underbelly beneath seemingly placid communities.				2019-08-23T02:00:00Z	world	https://discoveryplus.com/show/the-lies-that-bind	https://us1-prod-images.disco-api.com/2020/07/15/d911ea03-4ebb-3913-9dc9-14538383faf4.jpeg	https://us1-prod-images.disco-api.com/2020/07/15/4cd8c2e2-b276-3e1d-8a12-0cdfc486ec58.png	https://us1-prod-images.disco-api.com/2020/08/28/3e9578f2-e0fe-382f-b8da-786e2b005412.jpeg		go-channel-74	Investigation Discovery	IDS					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/15/404b7cd4-a4e2-3c6e-9d6d-c840d355b6e1.jpeg	https://us1-prod-images.disco-api.com/2020/07/15/9f30eae8-69d9-35ce-92b5-cef15109ca4c.jpeg	go_10638
go-show-5787	5787	go	2021-01-12T20:33:34Z	the-ambush-cook	42100	The Ambush Cook	The Ambush Cook	Kristina Kuzmic ambushes people for an intervention in home cooking.	Kristina Kuzmic ambushes people from their everyday lives for an intervention in home cooking. From Short Ribs to Pistachio Crusted Tilapia, failure is not an option in Kristina's kitchen as she fills the world with better cooks, one ambush at a time!				2011-12-10T17:30:00Z	world	https://discoveryplus.com/show/the-ambush-cook	https://us1-prod-images.disco-api.com/2020/11/30/9ee48028-7187-3534-a71e-0586454feb60.jpeg	https://us1-prod-images.disco-api.com/2020/11/30/20ab7003-fa3c-3f12-a4da-b71c2e4abdaa.png	https://us1-prod-images.disco-api.com/2020/11/30/bb62eaff-9d1f-3b3d-8ded-550256ed0a9f.jpeg		go-channel-97	OWN	OWN					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/11/30/b398a106-31ae-3433-9ddb-02931b4c3a8a.jpeg	https://us1-prod-images.disco-api.com/2020/11/30/20676794-4fa4-39ce-8c75-3e5d602b7164.jpeg	go_5787
go-show-3626	3626	go	2021-03-06T23:07:23Z	treasure-island-with-bear-grylls	47119	Treasure Island with Bear Grylls	Treasure Island with Bear Grylls	12 ordinary people must survive on an island -- and find its hidden cash.	Bear Grylls drops a group of 12 ordinary people on an uninhabited Pacific island for five weeks. They must figure out how to survive -- and find the island's hidden cash.				2020-06-14T01:55:00Z	world	https://discoveryplus.com/show/treasure-island-with-bear-grylls	https://us1-prod-images.disco-api.com/2020/10/14/8df3fec3-053a-388d-9962-27acfd20cb50.jpeg	https://us1-prod-images.disco-api.com/2020/10/14/76cea67d-6f9a-3f23-b81c-fd37c8ca1955.png	https://us1-prod-images.disco-api.com/2020/10/14/d6bc9529-cfca-32d4-a334-93141ad8d7bf.jpeg		go-channel-76	Discovery	DSC					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/10/14/0a2353dd-4974-39e9-b307-abd467ca1b90.jpeg	https://us1-prod-images.disco-api.com/2020/10/14/f7fbbea4-241c-3004-a8bc-b1b1012b484a.jpeg	go_3626
go-show-1140	1140	go	2020-12-15T21:25:03Z	chopped-after-hours	FOODAJ	Chopped After Hours	Chopped After Hours	Chopped judges create dishes using basket items that stumped competitors.	It's the Chopped judges' turn to create delectable dishes using the same basket ingredients that stumped competitors. They've only got 30 minutes to prove their culinary skill and it's anybody's game.				2015-09-15T23:00:00Z	world	https://discoveryplus.com/show/chopped-after-hours	https://us1-prod-images.disco-api.com/2020/07/06/3b33b5eb-3972-3439-8518-0620156eb543.jpeg	https://us1-prod-images.disco-api.com/2020/07/06/87228589-8c30-33a1-8bd9-ff3f0f9e4543.png	https://us1-prod-images.disco-api.com/2020/12/15/a10fcffd-eef2-3351-b301-9792f3f56989.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/06/f77eb13a-12b1-3c32-a468-0bf4428c2f6f.jpeg	https://us1-prod-images.disco-api.com/2020/07/06/e1339d2b-e5d4-3454-8ed9-452b0b6680cc.jpeg	go_1140
go-show-12528	12528	go	2021-03-09T17:25:26Z	brother-vs-brother	HGTVHBRVB	Brother vs. Brother	Brother vs. Brother	Jonathan and Drew Scott compete to flip houses for the highest sale price.	Property Brothers Jonathan Scott and Drew Scott compete against each other to see who can flip a home for the highest selling price. Armed with dream teams of renovators and designers, they battle it out from demolition to sale.				2013-07-21T22:00:00Z	world	https://discoveryplus.com/show/brother-vs-brother	https://us1-prod-images.disco-api.com/2020/11/13/229653fa-b63d-366c-abc4-b1d5f96f34c0.jpeg	https://us1-prod-images.disco-api.com/2020/11/13/663b14c5-873d-3ddb-8f26-8e39894beb29.png	https://us1-prod-images.disco-api.com/2020/11/13/9604e745-d400-3df3-b225-583434b65e6a.jpeg		go-channel-90	HGTV	HGTV					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/11/13/cc90e799-a6b1-3633-80f3-f1e88dd29c5b.jpeg	https://us1-prod-images.disco-api.com/2020/11/13/db1b1317-f0f4-3312-b79f-17234d279da1.jpeg	go_12528
